パーツID	パーツ名	種別	画像ID	ランク	属性	ライフ	アタック	ディフェンス	スピード	レンジ	モビリティ	フレーバー	ステ確認	メモ
b505_e	アルティメットクロスブレード	1	b005_e	5	土	0	260	150	0	485	155	工業規格パーツ	1050	ランク5
b505_w	アルティメットクロスブレード	1	b005_w	5	水	0	260	150	0	485	155	工業規格パーツ	1050	ランク5
b505_n	アルティメットクロスブレード	1	b005_n	5	無	0	260	150	0	485	155	工業規格パーツ	1050	ランク5
b506_f	アルティメットウイングブレード	1	b006_f	5	火	0	320	135	0	570	185	工業規格パーツ	1210	ランク5
b506_a	アルティメットウイングブレード	1	b006_a	5	風	0	320	135	0	570	185	工業規格パーツ	1210	ランク5
b506_e	アルティメットウイングブレード	1	b006_e	5	土	0	320	135	0	570	185	工業規格パーツ	1210	ランク5
b506_w	アルティメットウイングブレード	1	b006_w	5	水	0	320	135	0	570	185	工業規格パーツ	1210	ランク5
b506_n	アルティメットウイングブレード	1	b006_n	5	無	0	320	135	0	570	185	工業規格パーツ	1210	ランク5
b507_f	アルティメットシールドブレード	1	b007_f	5	火	0	395	230	0	385	165	工業規格パーツ	1175	ランク5
b507_a	アルティメットシールドブレード	1	b007_a	5	風	0	395	230	0	385	165	工業規格パーツ	1175	ランク5
b507_e	アルティメットシールドブレード	1	b007_e	5	土	0	395	230	0	385	165	工業規格パーツ	1175	ランク5
b507_w	アルティメットシールドブレード	1	b007_w	5	水	0	395	230	0	385	165	工業規格パーツ	1175	ランク5
b507_n	アルティメットシールドブレード	1	b007_n	5	無	0	395	230	0	385	165	工業規格パーツ	1175	ランク5
b508_f	アルティメットスピードブレード	1	b008_f	5	火	0	375	145	0	420	235	工業規格パーツ	1175	ランク5
b508_a	アルティメットスピードブレード	1	b008_a	5	風	0	375	145	0	420	235	工業規格パーツ	1175	ランク5
b508_e	アルティメットスピードブレード	1	b008_e	5	土	0	375	145	0	420	235	工業規格パーツ	1175	ランク5
b508_w	アルティメットスピードブレード	1	b008_w	5	水	0	375	145	0	420	235	工業規格パーツ	1175	ランク5
b508_n	アルティメットスピードブレード	1	b008_n	5	無	0	375	145	0	420	235	工業規格パーツ	1175	ランク5
w501_f	アルティメットベーシックウェイト	2	w001_f	5	火	350	205	340	150	0	0	工業規格パーツ	1045	ランク5
w501_a	アルティメットベーシックウェイト	2	w001_a	5	風	350	205	340	150	0	0	工業規格パーツ	1045	ランク5
w501_e	アルティメットベーシックウェイト	2	w001_e	5	土	350	205	340	150	0	0	工業規格パーツ	1045	ランク5
w501_w	アルティメットベーシックウェイト	2	w001_w	5	水	350	205	340	150	0	0	工業規格パーツ	1045	ランク5
w501_n	アルティメットベーシックウェイト	2	w001_n	5	無	350	205	340	150	0	0	工業規格パーツ	1045	ランク5
w502_f	アルティメットフラットウェイト	2	w002_f	5	火	440	180	395	195	0	0	工業規格パーツ	1210	ランク5
w502_a	アルティメットフラットウェイト	2	w002_a	5	風	440	180	395	195	0	0	工業規格パーツ	1210	ランク5
w502_e	アルティメットフラットウェイト	2	w002_e	5	土	440	180	395	195	0	0	工業規格パーツ	1210	ランク5
w502_w	アルティメットフラットウェイト	2	w002_w	5	水	440	180	395	195	0	0	工業規格パーツ	1210	ランク5
w502_n	アルティメットフラットウェイト	2	w002_n	5	無	440	180	395	195	0	0	工業規格パーツ	1210	ランク5
w503_f	アルティメットコアウェイト	2	w003_f	5	火	470	155	270	150	0	0	工業規格パーツ	1045	ランク5
w503_a	アルティメットコアウェイト	2	w003_a	5	風	470	155	270	150	0	0	工業規格パーツ	1045	ランク5
w503_e	アルティメットコアウェイト	2	w003_e	5	土	470	155	270	150	0	0	工業規格パーツ	1045	ランク5
w503_w	アルティメットコアウェイト	2	w003_w	5	水	470	155	270	150	0	0	工業規格パーツ	1045	ランク5
w503_n	アルティメットコアウェイト	2	w003_n	5	無	470	155	270	150	0	0	工業規格パーツ	1045	ランク5
w504_f	アルティメットブロックウェイト	2	w004_f	5	火	565	135	330	175	0	0	工業規格パーツ	1205	ランク5
w504_a	アルティメットブロックウェイト	2	w004_a	5	風	565	135	330	175	0	0	工業規格パーツ	1205	ランク5
w504_e	アルティメットブロックウェイト	2	w004_e	5	土	565	135	330	175	0	0	工業規格パーツ	1205	ランク5
w504_w	アルティメットブロックウェイト	2	w004_w	5	水	565	135	330	175	0	0	工業規格パーツ	1205	ランク5
w504_n	アルティメットブロックウェイト	2	w004_n	5	無	565	135	330	175	0	0	工業規格パーツ	1205	ランク5
w505_f	アルティメットリングウェイト	2	w005_f	5	火	280	170	465	135	0	0	工業規格パーツ	1050	ランク5
w505_a	アルティメットリングウェイト	2	w005_a	5	風	280	170	465	135	0	0	工業規格パーツ	1050	ランク5
w505_e	アルティメットリングウェイト	2	w005_e	5	土	280	170	465	135	0	0	工業規格パーツ	1050	ランク5
w505_w	アルティメットリングウェイト	2	w005_w	5	水	280	170	465	135	0	0	工業規格パーツ	1050	ランク5
w505_n	アルティメットリングウェイト	2	w005_n	5	無	280	170	465	135	0	0	工業規格パーツ	1050	ランク5
w506_f	アルティメットプレートウェイト	2	w006_f	5	火	340	150	550	170	0	0	工業規格パーツ	1210	ランク5
w506_a	アルティメットプレートウェイト	2	w006_a	5	風	340	150	550	170	0	0	工業規格パーツ	1210	ランク5
w506_e	アルティメットプレートウェイト	2	w006_e	5	土	340	150	550	170	0	0	工業規格パーツ	1210	ランク5
w506_w	アルティメットプレートウェイト	2	w006_w	5	水	340	150	550	170	0	0	工業規格パーツ	1210	ランク5
w506_n	アルティメットプレートウェイト	2	w006_n	5	無	340	150	550	170	0	0	工業規格パーツ	1210	ランク5
w507_f	アルティメットパワーウェイト	2	w007_f	5	火	395	240	380	160	0	0	工業規格パーツ	1175	ランク5
w507_a	アルティメットパワーウェイト	2	w007_a	5	風	395	240	380	160	0	0	工業規格パーツ	1175	ランク5
w507_e	アルティメットパワーウェイト	2	w007_e	5	土	395	240	380	160	0	0	工業規格パーツ	1175	ランク5
w507_w	アルティメットパワーウェイト	2	w007_w	5	水	395	240	380	160	0	0	工業規格パーツ	1175	ランク5
w507_n	アルティメットパワーウェイト	2	w007_n	5	無	395	240	380	160	0	0	工業規格パーツ	1175	ランク5
w508_f	アルティメットアクセルウェイト	2	w008_f	5	火	355	165	410	245	0	0	工業規格パーツ	1175	ランク5
w508_a	アルティメットアクセルウェイト	2	w008_a	5	風	355	165	410	245	0	0	工業規格パーツ	1175	ランク5
w508_e	アルティメットアクセルウェイト	2	w008_e	5	土	355	165	410	245	0	0	工業規格パーツ	1175	ランク5
w508_w	アルティメットアクセルウェイト	2	w008_w	5	水	355	165	410	245	0	0	工業規格パーツ	1175	ランク5
w508_n	アルティメットアクセルウェイト	2	w008_n	5	無	355	165	410	245	0	0	工業規格パーツ	1175	ランク5
s501_f	アルティメットベーシックソール	3	s001_f	5	火	190	0	0	340	185	330	工業規格パーツ	1045	ランク5
s501_a	アルティメットベーシックソール	3	s001_a	5	風	190	0	0	340	185	330	工業規格パーツ	1045	ランク5
s501_e	アルティメットベーシックソール	3	s001_e	5	土	190	0	0	340	185	330	工業規格パーツ	1045	ランク5
s501_w	アルティメットベーシックソール	3	s001_w	5	水	190	0	0	340	185	330	工業規格パーツ	1045	ランク5
s501_n	アルティメットベーシックソール	3	s001_n	5	無	190	0	0	340	185	330	工業規格パーツ	1045	ランク5
s502_f	アルティメットフラットソール	3	s002_f	5	火	175	0	0	435	195	405	工業規格パーツ	1210	ランク5
s502_a	アルティメットフラットソール	3	s002_a	5	風	175	0	0	435	195	405	工業規格パーツ	1210	ランク5
s502_e	アルティメットフラットソール	3	s002_e	5	土	175	0	0	435	195	405	工業規格パーツ	1210	ランク5
s502_w	アルティメットフラットソール	3	s002_w	5	水	175	0	0	435	195	405	工業規格パーツ	1210	ランク5
s502_n	アルティメットフラットソール	3	s002_n	5	無	175	0	0	435	195	405	工業規格パーツ	1210	ランク5
s503_f	アルティメットランナーソール	3	s003_f	5	火	200	0	0	455	145	245	工業規格パーツ	1045	ランク5
s503_a	アルティメットランナーソール	3	s003_a	5	風	200	0	0	455	145	245	工業規格パーツ	1045	ランク5
s503_e	アルティメットランナーソール	3	s003_e	5	土	200	0	0	455	145	245	工業規格パーツ	1045	ランク5
s503_w	アルティメットランナーソール	3	s003_w	5	水	200	0	0	455	145	245	工業規格パーツ	1045	ランク5
s503_n	アルティメットランナーソール	3	s003_n	5	無	200	0	0	455	145	245	工業規格パーツ	1045	ランク5
s504_f	アルティメットダッシュソール	3	s004_f	5	火	175	0	0	545	190	295	工業規格パーツ	1205	ランク5
s504_a	アルティメットダッシュソール	3	s004_a	5	風	175	0	0	545	190	295	工業規格パーツ	1205	ランク5
s504_e	アルティメットダッシュソール	3	s004_e	5	土	175	0	0	545	190	295	工業規格パーツ	1205	ランク5
s504_w	アルティメットダッシュソール	3	s004_w	5	水	175	0	0	545	190	295	工業規格パーツ	1205	ランク5
s504_n	アルティメットダッシュソール	3	s004_n	5	無	175	0	0	545	190	295	工業規格パーツ	1205	ランク5
s505_f	アルティメットステップソール	3	s005_f	5	火	190	0	0	260	145	455	工業規格パーツ	1050	ランク5
s505_a	アルティメットステップソール	3	s005_a	5	風	190	0	0	260	145	455	工業規格パーツ	1050	ランク5
s505_e	アルティメットステップソール	3	s005_e	5	土	190	0	0	260	145	455	工業規格パーツ	1050	ランク5
s505_w	アルティメットステップソール	3	s005_w	5	水	190	0	0	260	145	455	工業規格パーツ	1050	ランク5
s505_n	アルティメットステップソール	3	s005_n	5	無	190	0	0	260	145	455	工業規格パーツ	1050	ランク5
s506_f	アルティメットスライドソール	3	s006_f	5	火	160	0	0	325	185	540	工業規格パーツ	1210	ランク5
s506_a	アルティメットスライドソール	3	s006_a	5	風	160	0	0	325	185	540	工業規格パーツ	1210	ランク5
s506_e	アルティメットスライドソール	3	s006_e	5	土	160	0	0	325	185	540	工業規格パーツ	1210	ランク5
s506_w	アルティメットスライドソール	3	s006_w	5	水	160	0	0	325	185	540	工業規格パーツ	1210	ランク5
s506_n	アルティメットスライドソール	3	s006_n	5	無	160	0	0	325	185	540	工業規格パーツ	1210	ランク5
s507_f	アルティメットヘビーソール	3	s007_f	5	火	230	0	0	375	180	390	工業規格パーツ	1175	ランク5
s507_a	アルティメットヘビーソール	3	s007_a	5	風	230	0	0	375	180	390	工業規格パーツ	1175	ランク5
s507_e	アルティメットヘビーソール	3	s007_e	5	土	230	0	0	375	180	390	工業規格パーツ	1175	ランク5
s507_w	アルティメットヘビーソール	3	s007_w	5	水	230	0	0	375	180	390	工業規格パーツ	1175	ランク5
s507_n	アルティメットヘビーソール	3	s007_n	5	無	230	0	0	375	180	390	工業規格パーツ	1175	ランク5
s508_f	アルティメットワイドソール	3	s008_f	5	火	170	0	0	370	225	410	工業規格パーツ	1175	ランク5
s508_a	アルティメットワイドソール	3	s008_a	5	風	170	0	0	370	225	410	工業規格パーツ	1175	ランク5
s508_e	アルティメットワイドソール	3	s008_e	5	土	170	0	0	370	225	410	工業規格パーツ	1175	ランク5
s508_w	アルティメットワイドソール	3	s008_w	5	水	170	0	0	370	225	410	工業規格パーツ	1175	ランク5
s508_n	アルティメットワイドソール	3	s008_n	5	無	170	0	0	370	225	410	工業規格パーツ	1175	ランク5
b601_f	インフィニティベーシックブレード	1	b001_f	6	火	0	426	240	0	396	192	工業規格パーツ	1254	ランク6
b601_a	インフィニティベーシックブレード	1	b001_a	6	風	0	426	240	0	396	192	工業規格パーツ	1254	ランク6
b601_e	インフィニティベーシックブレード	1	b001_e	6	土	0	426	240	0	396	192	工業規格パーツ	1254	ランク6
b601_w	インフィニティベーシックブレード	1	b001_w	6	水	0	426	240	0	396	192	工業規格パーツ	1254	ランク6
b601_n	インフィニティベーシックブレード	1	b001_n	6	無	0	426	240	0	396	192	工業規格パーツ	1254	ランク6
b602_f	インフィニティフラットブレード	1	b002_f	6	火	0	510	216	0	480	246	工業規格パーツ	1452	ランク6
b602_a	インフィニティフラットブレード	1	b002_a	6	風	0	510	216	0	480	246	工業規格パーツ	1452	ランク6
b602_e	インフィニティフラットブレード	1	b002_e	6	土	0	510	216	0	480	246	工業規格パーツ	1452	ランク6
b602_w	インフィニティフラットブレード	1	b002_w	6	水	0	510	216	0	480	246	工業規格パーツ	1452	ランク6
b602_n	インフィニティフラットブレード	1	b002_n	6	無	0	510	216	0	480	246	工業規格パーツ	1452	ランク6
b603_f	インフィニティストライクブレード	1	b003_f	6	火	0	576	186	0	312	180	工業規格パーツ	1254	ランク6
b603_a	インフィニティストライクブレード	1	b003_a	6	風	0	576	186	0	312	180	工業規格パーツ	1254	ランク6
b603_e	インフィニティストライクブレード	1	b003_e	6	土	0	576	186	0	312	180	工業規格パーツ	1254	ランク6
b603_w	インフィニティストライクブレード	1	b003_w	6	水	0	576	186	0	312	180	工業規格パーツ	1254	ランク6
b603_n	インフィニティストライクブレード	1	b003_n	6	無	0	576	186	0	312	180	工業規格パーツ	1254	ランク6
b604_f	インフィニティラッシュブレード	1	b004_f	6	火	0	666	162	0	402	216	工業規格パーツ	1446	ランク6
b604_a	インフィニティラッシュブレード	1	b004_a	6	風	0	666	162	0	402	216	工業規格パーツ	1446	ランク6
b604_e	インフィニティラッシュブレード	1	b004_e	6	土	0	666	162	0	402	216	工業規格パーツ	1446	ランク6
b604_w	インフィニティラッシュブレード	1	b004_w	6	水	0	666	162	0	402	216	工業規格パーツ	1446	ランク6
b604_n	インフィニティラッシュブレード	1	b004_n	6	無	0	666	162	0	402	216	工業規格パーツ	1446	ランク6
b605_f	インフィニティクロスブレード	1	b005_f	6	火	0	312	180	0	582	186	工業規格パーツ	1260	ランク6
b605_a	インフィニティクロスブレード	1	b005_a	6	風	0	312	180	0	582	186	工業規格パーツ	1260	ランク6
b605_e	インフィニティクロスブレード	1	b005_e	6	土	0	312	180	0	582	186	工業規格パーツ	1260	ランク6
b605_w	インフィニティクロスブレード	1	b005_w	6	水	0	312	180	0	582	186	工業規格パーツ	1260	ランク6
b605_n	インフィニティクロスブレード	1	b005_n	6	無	0	312	180	0	582	186	工業規格パーツ	1260	ランク6
b606_f	インフィニティウイングブレード	1	b006_f	6	火	0	384	162	0	684	222	工業規格パーツ	1452	ランク6
b606_a	インフィニティウイングブレード	1	b006_a	6	風	0	384	162	0	684	222	工業規格パーツ	1452	ランク6
b606_e	インフィニティウイングブレード	1	b006_e	6	土	0	384	162	0	684	222	工業規格パーツ	1452	ランク6
b606_w	インフィニティウイングブレード	1	b006_w	6	水	0	384	162	0	684	222	工業規格パーツ	1452	ランク6
b606_n	インフィニティウイングブレード	1	b006_n	6	無	0	384	162	0	684	222	工業規格パーツ	1452	ランク6
b607_f	インフィニティシールドブレード	1	b007_f	6	火	0	474	276	0	462	198	工業規格パーツ	1410	ランク6
b607_a	インフィニティシールドブレード	1	b007_a	6	風	0	474	276	0	462	198	工業規格パーツ	1410	ランク6
b607_e	インフィニティシールドブレード	1	b007_e	6	土	0	474	276	0	462	198	工業規格パーツ	1410	ランク6
b607_w	インフィニティシールドブレード	1	b007_w	6	水	0	474	276	0	462	198	工業規格パーツ	1410	ランク6
b607_n	インフィニティシールドブレード	1	b007_n	6	無	0	474	276	0	462	198	工業規格パーツ	1410	ランク6
b608_f	インフィニティスピードブレード	1	b008_f	6	火	0	450	174	0	504	282	工業規格パーツ	1410	ランク6
b608_a	インフィニティスピードブレード	1	b008_a	6	風	0	450	174	0	504	282	工業規格パーツ	1410	ランク6
b608_e	インフィニティスピードブレード	1	b008_e	6	土	0	450	174	0	504	282	工業規格パーツ	1410	ランク6
b608_w	インフィニティスピードブレード	1	b008_w	6	水	0	450	174	0	504	282	工業規格パーツ	1410	ランク6
b608_n	インフィニティスピードブレード	1	b008_n	6	無	0	450	174	0	504	282	工業規格パーツ	1410	ランク6
w601_f	インフィニティベーシックウェイト	2	w001_f	6	火	420	246	408	180	0	0	工業規格パーツ	1254	ランク6
w601_a	インフィニティベーシックウェイト	2	w001_a	6	風	420	246	408	180	0	0	工業規格パーツ	1254	ランク6
w601_e	インフィニティベーシックウェイト	2	w001_e	6	土	420	246	408	180	0	0	工業規格パーツ	1254	ランク6
w601_w	インフィニティベーシックウェイト	2	w001_w	6	水	420	246	408	180	0	0	工業規格パーツ	1254	ランク6
w601_n	インフィニティベーシックウェイト	2	w001_n	6	無	420	246	408	180	0	0	工業規格パーツ	1254	ランク6
w602_f	インフィニティフラットウェイト	2	w002_f	6	火	528	216	474	234	0	0	工業規格パーツ	1452	ランク6
w602_a	インフィニティフラットウェイト	2	w002_a	6	風	528	216	474	234	0	0	工業規格パーツ	1452	ランク6
w602_e	インフィニティフラットウェイト	2	w002_e	6	土	528	216	474	234	0	0	工業規格パーツ	1452	ランク6
w602_w	インフィニティフラットウェイト	2	w002_w	6	水	528	216	474	234	0	0	工業規格パーツ	1452	ランク6
w602_n	インフィニティフラットウェイト	2	w002_n	6	無	528	216	474	234	0	0	工業規格パーツ	1452	ランク6
w603_f	インフィニティコアウェイト	2	w003_f	6	火	564	186	324	180	0	0	工業規格パーツ	1254	ランク6
w603_a	インフィニティコアウェイト	2	w003_a	6	風	564	186	324	180	0	0	工業規格パーツ	1254	ランク6
w603_e	インフィニティコアウェイト	2	w003_e	6	土	564	186	324	180	0	0	工業規格パーツ	1254	ランク6
w603_w	インフィニティコアウェイト	2	w003_w	6	水	564	186	324	180	0	0	工業規格パーツ	1254	ランク6
w603_n	インフィニティコアウェイト	2	w003_n	6	無	564	186	324	180	0	0	工業規格パーツ	1254	ランク6
w604_f	インフィニティブロックウェイト	2	w004_f	6	火	678	162	396	210	0	0	工業規格パーツ	1446	ランク6
w604_a	インフィニティブロックウェイト	2	w004_a	6	風	678	162	396	210	0	0	工業規格パーツ	1446	ランク6
w604_e	インフィニティブロックウェイト	2	w004_e	6	土	678	162	396	210	0	0	工業規格パーツ	1446	ランク6
w604_w	インフィニティブロックウェイト	2	w004_w	6	水	678	162	396	210	0	0	工業規格パーツ	1446	ランク6
w604_n	インフィニティブロックウェイト	2	w004_n	6	無	678	162	396	210	0	0	工業規格パーツ	1446	ランク6
w605_f	インフィニティリングウェイト	2	w005_f	6	火	336	204	558	162	0	0	工業規格パーツ	1260	ランク6
w605_a	インフィニティリングウェイト	2	w005_a	6	風	336	204	558	162	0	0	工業規格パーツ	1260	ランク6
w605_e	インフィニティリングウェイト	2	w005_e	6	土	336	204	558	162	0	0	工業規格パーツ	1260	ランク6
w605_w	インフィニティリングウェイト	2	w005_w	6	水	336	204	558	162	0	0	工業規格パーツ	1260	ランク6
w605_n	インフィニティリングウェイト	2	w005_n	6	無	336	204	558	162	0	0	工業規格パーツ	1260	ランク6
w606_f	インフィニティプレートウェイト	2	w006_f	6	火	408	180	660	204	0	0	工業規格パーツ	1452	ランク6
w606_a	インフィニティプレートウェイト	2	w006_a	6	風	408	180	660	204	0	0	工業規格パーツ	1452	ランク6
w606_e	インフィニティプレートウェイト	2	w006_e	6	土	408	180	660	204	0	0	工業規格パーツ	1452	ランク6
w606_w	インフィニティプレートウェイト	2	w006_w	6	水	408	180	660	204	0	0	工業規格パーツ	1452	ランク6
w606_n	インフィニティプレートウェイト	2	w006_n	6	無	408	180	660	204	0	0	工業規格パーツ	1452	ランク6
w607_f	インフィニティパワーウェイト	2	w007_f	6	火	474	288	456	192	0	0	工業規格パーツ	1410	ランク6
w607_a	インフィニティパワーウェイト	2	w007_a	6	風	474	288	456	192	0	0	工業規格パーツ	1410	ランク6
w607_e	インフィニティパワーウェイト	2	w007_e	6	土	474	288	456	192	0	0	工業規格パーツ	1410	ランク6
w607_w	インフィニティパワーウェイト	2	w007_w	6	水	474	288	456	192	0	0	工業規格パーツ	1410	ランク6
w607_n	インフィニティパワーウェイト	2	w007_n	6	無	474	288	456	192	0	0	工業規格パーツ	1410	ランク6
w608_f	インフィニティアクセルウェイト	2	w008_f	6	火	426	198	492	294	0	0	工業規格パーツ	1410	ランク6
w608_a	インフィニティアクセルウェイト	2	w008_a	6	風	426	198	492	294	0	0	工業規格パーツ	1410	ランク6
w608_e	インフィニティアクセルウェイト	2	w008_e	6	土	426	198	492	294	0	0	工業規格パーツ	1410	ランク6
w608_w	インフィニティアクセルウェイト	2	w008_w	6	水	426	198	492	294	0	0	工業規格パーツ	1410	ランク6
w608_n	インフィニティアクセルウェイト	2	w008_n	6	無	426	198	492	294	0	0	工業規格パーツ	1410	ランク6
s601_f	インフィニティベーシックソール	3	s001_f	6	火	228	0	0	408	222	396	工業規格パーツ	1254	ランク6
s601_a	インフィニティベーシックソール	3	s001_a	6	風	228	0	0	408	222	396	工業規格パーツ	1254	ランク6
s601_e	インフィニティベーシックソール	3	s001_e	6	土	228	0	0	408	222	396	工業規格パーツ	1254	ランク6
s601_w	インフィニティベーシックソール	3	s001_w	6	水	228	0	0	408	222	396	工業規格パーツ	1254	ランク6
s601_n	インフィニティベーシックソール	3	s001_n	6	無	228	0	0	408	222	396	工業規格パーツ	1254	ランク6
s602_f	インフィニティフラットソール	3	s002_f	6	火	210	0	0	522	234	486	工業規格パーツ	1452	ランク6
s602_a	インフィニティフラットソール	3	s002_a	6	風	210	0	0	522	234	486	工業規格パーツ	1452	ランク6
s602_e	インフィニティフラットソール	3	s002_e	6	土	210	0	0	522	234	486	工業規格パーツ	1452	ランク6
s602_w	インフィニティフラットソール	3	s002_w	6	水	210	0	0	522	234	486	工業規格パーツ	1452	ランク6
s602_n	インフィニティフラットソール	3	s002_n	6	無	210	0	0	522	234	486	工業規格パーツ	1452	ランク6
s603_f	インフィニティランナーソール	3	s003_f	6	火	240	0	0	546	174	294	工業規格パーツ	1254	ランク6
s603_a	インフィニティランナーソール	3	s003_a	6	風	240	0	0	546	174	294	工業規格パーツ	1254	ランク6
s603_e	インフィニティランナーソール	3	s003_e	6	土	240	0	0	546	174	294	工業規格パーツ	1254	ランク6
s603_w	インフィニティランナーソール	3	s003_w	6	水	240	0	0	546	174	294	工業規格パーツ	1254	ランク6
s603_n	インフィニティランナーソール	3	s003_n	6	無	240	0	0	546	174	294	工業規格パーツ	1254	ランク6
s604_f	インフィニティダッシュソール	3	s004_f	6	火	210	0	0	654	228	354	工業規格パーツ	1446	ランク6
s604_a	インフィニティダッシュソール	3	s004_a	6	風	210	0	0	654	228	354	工業規格パーツ	1446	ランク6
s604_e	インフィニティダッシュソール	3	s004_e	6	土	210	0	0	654	228	354	工業規格パーツ	1446	ランク6
s604_w	インフィニティダッシュソール	3	s004_w	6	水	210	0	0	654	228	354	工業規格パーツ	1446	ランク6
s604_n	インフィニティダッシュソール	3	s004_n	6	無	210	0	0	654	228	354	工業規格パーツ	1446	ランク6
s605_f	インフィニティステップソール	3	s005_f	6	火	228	0	0	312	174	546	工業規格パーツ	1260	ランク6
s605_a	インフィニティステップソール	3	s005_a	6	風	228	0	0	312	174	546	工業規格パーツ	1260	ランク6
s605_e	インフィニティステップソール	3	s005_e	6	土	228	0	0	312	174	546	工業規格パーツ	1260	ランク6
s605_w	インフィニティステップソール	3	s005_w	6	水	228	0	0	312	174	546	工業規格パーツ	1260	ランク6
s605_n	インフィニティステップソール	3	s005_n	6	無	228	0	0	312	174	546	工業規格パーツ	1260	ランク6
s606_f	インフィニティスライドソール	3	s006_f	6	火	192	0	0	390	222	648	工業規格パーツ	1452	ランク6
s606_a	インフィニティスライドソール	3	s006_a	6	風	192	0	0	390	222	648	工業規格パーツ	1452	ランク6
s606_e	インフィニティスライドソール	3	s006_e	6	土	192	0	0	390	222	648	工業規格パーツ	1452	ランク6
s606_w	インフィニティスライドソール	3	s006_w	6	水	192	0	0	390	222	648	工業規格パーツ	1452	ランク6
s606_n	インフィニティスライドソール	3	s006_n	6	無	192	0	0	390	222	648	工業規格パーツ	1452	ランク6
s607_f	インフィニティヘビーソール	3	s007_f	6	火	276	0	0	450	216	468	工業規格パーツ	1410	ランク6
s607_a	インフィニティヘビーソール	3	s007_a	6	風	276	0	0	450	216	468	工業規格パーツ	1410	ランク6
s607_e	インフィニティヘビーソール	3	s007_e	6	土	276	0	0	450	216	468	工業規格パーツ	1410	ランク6
s607_w	インフィニティヘビーソール	3	s007_w	6	水	276	0	0	450	216	468	工業規格パーツ	1410	ランク6
s607_n	インフィニティヘビーソール	3	s007_n	6	無	276	0	0	450	216	468	工業規格パーツ	1410	ランク6
s608_f	インフィニティワイドソール	3	s008_f	6	火	204	0	0	444	270	492	工業規格パーツ	1410	ランク6
s608_a	インフィニティワイドソール	3	s008_a	6	風	204	0	0	444	270	492	工業規格パーツ	1410	ランク6
s608_e	インフィニティワイドソール	3	s008_e	6	土	204	0	0	444	270	492	工業規格パーツ	1410	ランク6
s608_w	インフィニティワイドソール	3	s008_w	6	水	204	0	0	444	270	492	工業規格パーツ	1410	ランク6
s608_n	インフィニティワイドソール	3	s008_n	6	無	204	0	0	444	270	492	工業規格パーツ	1410	ランク6
